person_name,org_name,pos,verb,viewpoint,person_id,org_id,news_id,sentiment,time,publish_time,original_text
彭斯,美,副总统,说,南海不属于任何一个国家，美国将继续在国际法允许的范围内行使航行和飞越自由。,128092,31912,6931149794753333630,0.9576524410975662,2018-11-16T12:08:28.633Z,2018-11-16T10:29:00.000Z,
琼斯,英国,第一海务大臣,表示,尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。,129226,32005,939129697042558368,0.9933954938458373,2018-10-24T14:00:53.338Z,2018-10-23T16:00:00.000Z,人民网讯 据“外交部发言人办公室”公众号消息，在10月24日外交部例行记者会上，有记者问：据《金融时报》报道，英国第一海务大臣琼斯在接受该报采访时表示，尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。个别国家对联合国海洋法公约存在着有别于大部分国家的不同解读。英方有义务在亚太地区显示对盟友的“实际支持”，并抵制中国藐视联合国海洋法公约的做法。请问中方对此有何评论？
吴谦,中国国防部新闻,发言人,表示,9月30日，美国海军“迪凯特”号导弹驱逐舰进入中国南海有关岛礁邻近海域。,128183,55027,3297783236268662170,0.7507039098672675,2018-11-09T03:31:00.887Z,2018-11-08T12:54:23.000Z,
,英国,路透社,称,美国国家安全顾问博尔顿（JohnBolton）11月12日表示，美国反对中国在南海的单边军事举措，还表示美国提高了在南海水域自由航行的节奏。,-1,32005,8436059640134607345,0.9999428294997056,2018-11-14T11:08:16.773Z,2018-11-13T19:36:15.000Z,　　彼得罗夫斯基相信，要想避免亚太地区危险军事活动，应在没有美国干预的情况下加强地区国家之间的互信。 与此同时，英国路透社称，美国国家安全顾问博尔顿（John Bolton）11月12日表示，美国反对中国在南海的单边军事举措，还表示美国提高了在南海水域自由航行的节奏。
华春莹,中国外交部,发言人,表示,当前南海地区形势趋稳向好，中国和东盟国家都有强烈的意愿，也都正在采取实际行动来维护南海地区的和平稳定。,128168,32022,2103336243708442891,0.9999413001678198,2019-01-20T04:29:49.378Z,2019-01-19T04:40:35.000Z,
,美国,海军,说,11日至16日期间，驻扎在日本的美军导弹驱逐舰“麦坎贝尔”号和正在亚洲巡回访问的英国皇家护卫舰“阿盖尔”号进行了通信操练和其他演习，“以处理共同关注的安全优先事项”。,-1,31912,1902896527452531291,0.9635913693870093,2019-01-17T06:49:23.309Z,2019-01-17T01:29:00.000Z,　　据路透社1月16日报道，美国海军在一份新闻稿中说，11日至16日期间，驻扎在日本的美军导弹驱逐舰“麦坎贝尔”号和正在亚洲巡回访问的英国皇家护卫舰“阿盖尔”号进行了通信操练和其他演习，“以处理共同关注的安全优先事项”。
华春莹,,,强调,当前在中国和东盟国家的共同努力下，南海形势是和平稳定的，并且在持续地向好反映。,128168,31993,8496901068807194993,0.9996515944586502,2019-02-26T02:41:06.754Z,2019-02-10T16:00:00.000Z,华春莹还强调，当前在中国和东盟国家的共同努力下，南海形势是和平稳定的，并且在持续地向好反映。在这样的情况下，美方执意在南海挑起事端，制造紧张，破坏南海的和平稳定是不得人心的。中方敦促美方立刻停止此类挑衅行动，切实尊重地区国家维护南海和平稳定的努力。中方将继续采取一切必要措施，坚决捍卫国家主权和安全，维护南海的和平稳定。
,美国,方面,宣称,其海军军舰周一驶入南海，以挑战中国“过度的海洋主张”。,-1,31912,6862483731633948432,0.9924210338696332,2019-02-26T08:53:26.721Z,2019-02-11T07:39:35.000Z,　　路透社7日消息，美国方面宣称，其海军军舰周一驶入南海，以挑战中国“过度的海洋主张”。此前，美国军舰已多次在南海搞所谓“航行自由”行动。对此，中国外交部、国防部多次声明表示强烈反对。
,日本,专家,表示,海自潜艇的举动就是在“复制”美军的行为。,-1,31891,8397007305731204652,0.970187419097089,2018-10-14T02:07:17.481Z,2018-10-13T23:30:00.000Z,　　日本专家还表示，海自潜艇的举动就是在“复制”美军的行为。冷战时期，美海军就通过在临近苏联的鄂霍茨克海海域部署攻击型核潜艇，迫使苏联海军分散出相当兵力对其进行监控，从而遏制了苏军太平洋舰队的“自由活动”。美国海军在南海海域进行的所谓“航行自由”和侦察活动，同样意在使西沙和南沙海域成为吸引中国海军兵力的“磁铁”，防止中国海军向远洋延伸力量。 
黄永宏,新加坡,国防部长,宣布,明年东盟各国将与美国在南海举行首次联合军演。,147870,31921,8248720884770487363,0.9943974832059855,2018-10-19T18:01:04.347Z,2018-10-18T16:00:00.000Z,　　为了平息华盛顿对东盟与中国举行联合军演的不安，新加坡防长黄永宏今天还宣布明年东盟各国将与美国在南海举行首次联合军演。 
,美国,《空军时报,称,美国空军部队新闻发言人勒妮・道格拉斯中尉证实这些“鱼鹰”战机隶属于总部设在日本冲绳的美空军353特种作战大队，驻地位于东京横田空军基地，此行的目的是前往泰国参加“金色眼镜蛇-2019”国际联合军演，在岘港机场降落主要是进行中途加油并进行为期一小时的中途休息。,-1,31912,2454427929517569687,0.39688224859428567,2019-02-27T04:44:43.560Z,2019-02-27T02:28:12.000Z,
,美国,军方,说,美国一艘军舰周日在南海我黄岩岛海域附近，执行了“自由航行”任务。,-1,31912,7538050718507379986,0.959818776941144,2019-05-20T08:30:41.393Z,2019-05-20T06:37:23.000Z,　　据路透社5月20日报道，美国军方说，美国一艘军舰周日在南海我黄岩岛海域附近，执行了“自由航行”任务。
,美军,,宣称,其驱逐舰进入黄岩岛附近12海里）,-1,31999,5098776216603246593,0.1255417450936741,2019-05-20T06:24:45.500Z,2019-05-20T03:41:02.000Z,　　（原标题：戏精又挑衅！美军宣称其驱逐舰进入黄岩岛附近12海里）
刘锋,海南师范大学菲律宾研究中心,研究员,表示,美国唯恐南海不乱，拉帮结派挑动南海局势。,140488,35821,9073477975432793602,0.9909869614099482,2019-05-17T16:10:21.428Z,2019-05-17T12:56:00.000Z,　　[环球网报道 实习记者 李东尧]美国又在南海问题上对别国煽风点火。据澳大利亚《悉尼先驱晨报》报道，当地时间16日，美国海军作战部长约翰•理查森声称，东南亚国家必须对中国在南海争议岛屿的“军事化”举动有所反应，他特别提到印尼以及澳大利亚。对此，海南师范大学菲律宾研究中心研究员刘锋17日在接受环球网记者采访时表示，美国唯恐南海不乱，拉帮结派挑动南海局势。刘锋认为，美国拉拢印尼的想法很难行得通，而想拉拢澳大利亚介入南海，总体上还掀不起什么大浪。
,路透社,,宣称,此举“有可能激怒北京”。,-1,32756,1007858884653426490,0.6807713028243361,2019-05-20T04:31:57.126Z,2019-05-20T03:35:04.000Z,　　通过路透社放风，宣称自己舰船进入南海执行“自由航行”任务似乎成了近来美军的一种规范操作，而路透社19日也例行宣称，此举“有可能激怒北京”。
胡波,北京大学海洋战略研究中心,主任,表示,通过数据分析，能更明晰地看到，域外国家如英国、法国、日本、澳大利亚等国在南海介入的次数和程度，在哪些地点出现更多。,142014,185227,4159778259626259145,0.9998406596198994,2019-04-11T02:44:39.641Z,2019-04-11T00:05:40.000Z,
胡波,北京大学海洋战略研究中心,主任,表示,我们只有拿出有力的证据，从中国的视角来解读，才能把事实澄清，才能让国际社会更全面客观地认识事情的经纬。,142014,185227,5755605057728688665,0.9944430152535998,2019-04-11T02:42:59.604Z,2019-04-10T07:57:58.000Z,　　但美国在舆论场中却利用卫星照片和各种数据突出中国在南海所谓“军事动作”，不提自己的行动对南海造成的军事化影响。比如去年9月30日中美军舰在南海近距离相遇，美方就抢先抛出有利于他们的说法，把自己描绘成“无辜受害者”。胡波表示，我们只有拿出有力的证据，从中国的视角来解读，才能把事实澄清，才能让国际社会更全面客观地认识事情的经纬。
,南海,局势,谈,一些真问题。,-1,36804,4711667987923956221,0.444912526129827,2019-04-13T08:03:31.983Z,2019-04-13T04:21:04.000Z,　　总之，这次《南海局势：回顾与展望》的报告给中、美两方的建议很明确：谈一些真问题。
,美国,,声称,“航行自由”，反复让本国军舰通过中国南海海域，而在这一带建设人工岛、建设军事设施的中国认为美国的举动是为牵制中国海洋进出的作战策略，并对此反应十分激烈。,-1,31912,4865390943961692530,0.9999489077721906,2019-05-06T14:02:19.436Z,2019-05-06T00:34:53.000Z,　　韩联社称，美国一直声称“航行自由”，反复让本国军舰通过中国南海海域，而在这一带建设人工岛、建设军事设施的中国认为美国的举动是为牵制中国海洋进出的作战策略，并对此反应十分激烈。
,美国,《军事时报》《海军时报》网站,称,"美军""里根""号核动力航母周二驶入南海海域，试图通过""秀肌肉""的方式，展示美国在南海的军事存在，拉拢部分南海主权声索国与中国作对。",-1,31912,3300272676336135141,0.9999841480431944,2019-08-08T04:06:56.359Z,2019-08-07T16:00:00.000Z,"美国《军事时报》《海军时报》网站7日报道称，美军""里根""号核动力航母周二驶入南海海域，试图通过""秀肌肉""的方式，展示美国在南海的军事存在，拉拢部分南海主权声索国与中国作对。"
斯威夫,,,谈,了一通美国的对华战略，其主旨则是――美国不要动不动就“军事优先”！,521199,-1,613503111353527616,0.9991308616444085,2019-08-01T06:12:23.408Z,2019-07-29T23:49:07.000Z,
,南海,周边的菲律宾、马来西亚、越南等国,表示,将与中国一块共同推进南海共同行为准则，不会为美国遏制中国提供方便。,-1,36804,6172410830496120562,0.9886266796689166,2019-08-11T14:09:32.749Z,2019-08-11T10:20:00.000Z,
耿爽,外交部,发言人,表示,美方的行为严重损害中国主权和安全利益，破坏南海和平稳定，中方对此表示坚决反对，已经就此向美方提出严正交涉，表达强烈抗议。,128273,31993,3499701686357512330,0.019766516652098054,2019-11-22T10:11:32.698Z,2019-11-21T16:00:00.000Z,耿爽表示，美方的行为严重损害中国主权和安全利益，破坏南海和平稳定，中方对此表示坚决反对，已经就此向美方提出严正交涉，表达强烈抗议。
,中国,,认为,这些调查是对其安全的威胁。,-1,31896,371119821438316980,0.09912882833795056,2019-08-21T16:08:58.923Z,2019-08-21T08:32:44.000Z,
,美国,军方,称,美海军“普雷贝尔”号驱逐舰当天上午进入南海黄岩岛12海里。,-1,31912,2155840415030699945,0.4941497289944774,2019-08-28T14:34:33.416Z,2019-08-28T13:18:00.000Z,
,印,"太奋进2019""联合军演的澳大利亚海军直升机飞行员",声称,其在飞行时遭到渔船的激光照射。,-1,33561,881865323892507498,0.14017034043440513,2019-06-02T05:34:14.792Z,2019-05-30T15:39:00.000Z,
任国,国防部新闻局,副局长、国防部新闻发言人,表示,中国一贯尊重各国依据国际法在南海享有的航行和飞越自由。,214463,55027,8464147107574882186,0.9986282566985749,2019-03-01T00:37:54.746Z,2019-02-27T16:00:00.000Z,人民网北京2月28日电 （芈金）在今天下午举行的国防部例行记者会上，国防部新闻局副局长、国防部新闻发言人任国强大校表示，中国一贯尊重各国依据国际法在南海享有的航行和飞越自由。南海航行是不存在问题的，但航行不是“横行”，自由不能违法。
,美国,海军,称,日本海上自卫队与美国、印度、菲律宾的海军舰船2～8日在中国推进军事基地化的南海航行并实施了训练。,-1,31912,6880061751992941167,0.9999505600437278,2019-05-09T14:01:05.577Z,2019-05-08T16:00:00.000Z,　　报道引据美国海军8日发布消息称，日本海上自卫队与美国、印度、菲律宾的海军舰船2～8日在中国推进军事基地化的南海航行并实施了训练。
,美国,海军第七舰队发言人,表示,11月20日，濒海战斗舰“加布里埃尔·吉福德”号在美济礁12海里范围内航行。,-1,31912,8347578053297919405,0.008932228166332434,2019-11-22T18:10:29.852Z,2019-11-21T22:03:21.000Z,　　美国海军第七舰队发言人、海军中校莫姆森（Reann Mommsen）表示，11月20日，濒海战斗舰“加布里埃尔·吉福德”号在美济礁12海里范围内航行。21日，驱逐舰“韦恩·E·迈耶”号“挑战了西沙群岛对无害通过的限制”。
耿爽,外交部,发言人,说,20日，美国海军“吉福兹”号濒海战斗舰未经中国政府允许，非法进入中国南沙群岛有关岛礁邻近海域。,128273,31993,3148950868168853385,0.1398757563638331,2019-11-23T10:08:04.010Z,2019-11-22T16:00:00.000Z,耿爽说，20日，美国海军“吉福兹”号濒海战斗舰未经中国政府允许，非法进入中国南沙群岛有关岛礁邻近海域。21日上午，美“迈耶”号驱逐舰又擅自闯入中国西沙群岛领海。中国南部战区依法对美国有关舰船全程进行跟踪监视、查证识别，并予以警告驱离。
,美,海军,称,“海上安全与稳定是自由、开放的印度洋、太平洋的基石。”吉福兹号滨海战斗舰在南海航行及接受补给11月20日、21日，“吉福兹”号与另一艘“迈耶”号导弹驱逐舰分别擅自闯入中国南沙岛礁临近海域、西沙群岛领海。,-1,32054,7884010719369552813,0.9955317244888311,2019-12-29T10:10:03.705Z,2019-12-29T07:24:00.000Z,
,美国太平洋舰队官方,,公布,了美国海军“蒙哥马利”号濒海战斗舰1月25日在中国南沙群岛附近海域航行的画面。,-1,391009,6315923053440640199,0.28350397851570086,2020-02-05T08:00:28.392Z,2020-02-05T07:27:22.000Z,　　美国太平洋舰队官方于1月29日在社交媒体上发布照片，公布了美国海军“蒙哥马利”号濒海战斗舰1月25日在中国南沙群岛附近海域航行的画面。从美军发布的信息称，“蒙哥马利”号在我南沙群岛永暑礁、赤瓜礁附近海域航行。
,美国太平洋舰队官方,,公布,了美国海军“蒙哥马利”号濒海战斗舰1月25日在中国南沙群岛附近海域航行的画面。,-1,391009,1637882260699265650,0.28350397851570086,2020-02-06T06:00:30.628Z,2020-02-06T04:38:00.000Z,美国太平洋舰队官方于1月29日在社交媒体上发布照片，公布了美国海军“蒙哥马利”号濒海战斗舰1月25日在中国南沙群岛附近海域航行的画面。从美军发布的信息称，“蒙哥马利”号在我南沙群岛永暑礁、赤瓜礁附近海域航行。
,北京,一位军事专家,表示,美国海军军舰靠近南海我拥有主权的岛礁，甚至野蛮进入我12海里领海范围内，都是对中国主权的严重挑衅，“当暴徒拿着刀在你家门前晃悠的时候，你得有让其望而却步的猎枪等着他”，“我们必须加强南海相关岛屿防御能力的现代化建设”。,-1,31943,1281800925338628706,0.9947919155950148,2019-12-23T06:11:11.450Z,2019-12-22T16:00:00.000Z,北京一位军事专家11月22日则表示，美国海军军舰靠近南海我拥有主权的岛礁，甚至野蛮进入我12海里领海范围内，都是对中国主权的严重挑衅，“当暴徒拿着刀在你家门前晃悠的时候，你得有让其望而却步的猎枪等着他”，“我们必须加强南海相关岛屿防御能力的现代化建设”。
,美,海军,称,“海上安全与稳定是自由、开放的印度洋、太平洋的基石。”,-1,32054,4302659898097571065,0.9999497384043209,2019-12-29T08:09:02.611Z,2019-12-29T07:24:07.000Z,　　而“加布里埃尔·吉福兹”目前被划入印太司令部进行轮值部署，执行参加演习、访问港口以及与盟友伙伴海军协作等任务。美海军称，“海上安全与稳定是自由、开放的印度洋、太平洋的基石。”
苏晓辉,,,指出,美国在南海进行“航行自由”活动时，还想拉拢地区盟友一起加入联合巡航，试图形成“人多势众”的效果，却遭到了包括澳大利亚在内的诸多国家的拒绝，这也更加体现出美国这种军事行动的失败。,-1,-1,3887499953972646073,0.9999829810201989,2018-08-07T07:07:26.121Z,2018-08-06T16:00:00.000Z,苏晓辉还指出，美国在南海进行“航行自由”活动时，还想拉拢地区盟友一起加入联合巡航，试图形成“人多势众”的效果，却遭到了包括澳大利亚在内的诸多国家的拒绝，这也更加体现出美国这种军事行动的失败。
阮宗泽,中国国际问题研究院,常务副院长,表示,美国常常指责别人，其实自己恰恰是军事化的最大推手。,-1,-1,2146133332656636591,0.8809276194765949,2018-08-07T04:11:18.743Z,2018-08-06T16:00:00.000Z,人民网北京8月7日电 （邱越）据报道，8月4日，国务委员兼外交部长王毅在结束东盟与中日韩（10+3）外长会和东亚峰会（10+8）外长会之后举行中外媒体吹风会。王毅表示，美国把大规模的战略性武器频繁开进南海地区，还给其他国家扣上“军事化”的帽子，是颠倒黑白。中国国际问题研究院常务副院长阮宗泽在接受央视采访时表示，美国常常指责别人，其实自己恰恰是军事化的最大推手。
,英国,《每日电讯报,称,英国国防大臣威廉姆森也在新加坡表示，英国今年将向亚太地区派出3艘军舰，向该地区“航行自由”的重要性发出“最强烈信号”。,-1,-1,2504745597434810659,0.9900617760302862,2018-08-01T23:02:39.749Z,2018-08-01T11:20:00.000Z,
佩恩,,,说,“我们经常并始终如一地提出‘航行自由’和监督方面的论点论据。”她说：“我们在这方面没有后退一步。”报道称，佩恩和澳大利亚外交部长朱莉·毕晓普准备于下周在美国加利福尼亚州斯坦福大学举行的澳美部长级定期磋商会议上会晤美国国防部长吉姆·马蒂斯和国务卿迈克·蓬佩奥。,-1,-1,6942732502466349585,0.9999999785092624,2018-07-19T12:11:59.738Z,2018-07-19T01:36:51.000Z,
,澳,外长,认为,其“是一步险棋”。,-1,-1,8037368167817214212,0.602070376303965,2018-08-09T05:12:31.659Z,2018-08-09T03:27:00.000Z,
,路透社,,称,日本直升机航母“加贺”号将到南海和印度洋巡航两个月。,-1,-1,3560035417352695231,0.9950738113087156,2018-07-05T03:12:44.569Z,2018-07-05T01:29:49.000Z,　　【环球网军事7月5日报道】路透社4日独家报道称，日本直升机航母“加贺”号将到南海和印度洋巡航两个月。透露该消息的两名日本官员称，这是日本连续第二年派直升机航母到南海和印度洋巡航，旨在寻求通过年度巡航提升在战略海域的存在。去年“出云”号直升机航母也在南海和印度洋进行了类似巡航。 
,中国政府,,宣布,仲裁庭有关裁决是无效的，中国不接受、不承认。,-1,-1,707218292303671857,0.13305994296896828,2018-07-09T11:03:33.110Z,2018-07-08T16:00:00.000Z,
,菲律宾南海,仲裁案法律团队一名成员,表示,许多强国正透过航行自由及飞越自由等行动，实质执行仲裁结果。,-1,-1,6187839007153042524,0.9989208537629087,2018-07-11T00:18:52.012Z,2018-07-10T16:50:00.000Z,
,共同社,,称,值得关注的是，同样存在主权之争的马来西亚5月迎来新总理马哈蒂尔，他表现出比起前政府更加同中国保持距离的态度，若加强主权主张，可能会对中国节奏加快的南海问题格局上惹起风波。,-1,-1,1374955534982977773,0.9965028021088261,2018-07-12T19:01:36.764Z,2018-07-12T15:27:00.000Z,
,中国国防部,新闻发言人,表示,美方这一决定不具建设性。,-1,-1,2767659499524511325,0.3390364514796934,2018-05-25T02:09:14.387Z,2018-05-24T16:00:00.000Z,
李振广,,,表示,目前特朗普还未就最终版本的“国防授权法”签字，法案何时生效以及生效后的执行力度如何都还未知。,-1,-1,5635562261529887512,0.007418794854273991,2018-05-28T13:08:25.037Z,2018-05-27T16:00:00.000Z,
,中国,军方大校,提出,了美国军舰闯南海的问题，马蒂斯的回答透露出美国的霸权思维，也凸显出了美国声嘶力竭拉拢南海周边诸国的矛盾心理。,-1,-1,7335563488043810155,0.9305847339262536,2018-06-04T03:52:40.310Z,2018-06-03T16:03:00.000Z,
,美国,官员,宣称,"美国""希金斯""导弹驱逐舰和""安提坦号""导弹巡洋舰当日驶入西沙群岛岛礁12海里范围内，并在中建岛、永兴岛附近实施机动演习，美国的理由就是自由航行。",-1,-1,7028463511271481145,0.7366474390208054,2018-05-29T14:12:04.269Z,2018-05-29T09:38:00.000Z,
马哈蒂尔,,,介绍,称，他已经向安倍首相建议向马来西亚提供日元信贷，安倍同意考虑这项建议。,-1,-1,5798708005142742711,0.879276265868869,2018-06-14T00:14:12.557Z,2018-06-14T05:23:00.000Z,　　此外，由于受国债问题困扰，马来西亚政府试图借助总理此访向日本寻求帮助。在12日的记者会上，马哈蒂尔对马来西亚媒体介绍称，他已经向安倍首相建议向马来西亚提供日元信贷，安倍同意考虑这项建议。不过，双方并没有商讨日元信贷的具体款项。 
,东盟,国家,表达,了维护南海和平与稳定的意愿。,-1,-1,6884978125439148047,0.9840568784381597,2018-03-12T21:15:45.000Z,2018-03-12T21:15:45.000Z,另外，东盟国家近期也表达了维护南海和平与稳定的意愿。据越南人民报网3月6日报道，越南国家主席陈大光于3月4日至6日对孟加拉国进行国事访问，访问结束后双方发表了联合声明。报道称，越孟双方强调了在国际法的基础上维护各海域和平稳定与安全，包括航行和航海自由与安全的重要性。双方重申，应在包括1982年《联合国海洋法公约》在内的国际法的基础上通过和平方式解决包括领土及海洋争端在内的国际争端。双方同意继续支持落实《南海各方行为宣言》，达成一个实质性的“南海行为准则”。
凯达诺,美国,首席副助理国务卿,表示,美军舰将会继续在南海开展“航行自由行动”。,-1,-1,19810007361766698,0.9944886294759426,2018-03-26T09:46:09.204Z,2018-03-26T09:46:09.204Z,此前美国首席副助理国务卿凯达诺在2月5日表示，美军舰将会继续在南海开展“航行自由行动”。中国外交部发言人耿爽在6日的例行记者会上表示，中方一贯尊重各国依据国际法在南海享有的航行和飞越自由，但坚决反对有关国家打着“航行和飞越自由”的旗号，威胁和损害包括中国在内的沿海国的主权和安全利益。南海航行和飞越自由不存在任何问题。南海地区局势一直企稳向好，地区国家近来也多次表态，对此作出积极评价。
,英媒,,称,这是中国在为实战做准备。,-1,-1,2531863882879586968,0.9488686863967775,2018-03-28T00:05:51.773Z,2018-03-27T14:52:00.000Z,
,中国,,说,中国空军向南海和西太平洋派出多架轰炸机进行实战演练。,-1,-1,2615091900816000166,0.7775643725895257,2018-03-27T17:01:56.709Z,2018-03-27T15:08:00.000Z,
,美国之音,”、《国家利益》等美国媒体,声称,“这是中国以大规模实弹演习在太平洋向美军发起的挑战”，“美军在南中国海的‘航行自由行动’不起作用”，“美国应该采取更强硬的措施，在南海给中国划‘红线’”。,-1,-1,7590241280508065911,0.9997883438124403,2018-04-02T06:36:38.620Z,2018-04-01T16:00:00.000Z,此次军演尚未正式开始，就引起了国际媒体的高度关注，“美国之音”、《国家利益》等美国媒体声称，“这是中国以大规模实弹演习在太平洋向美军发起的挑战”，“美军在南中国海的‘航行自由行动’不起作用”，“美国应该采取更强硬的措施，在南海给中国划‘红线’”。
,美国,和英国海军,表明,了自己在南海的“权利”，当被问及欧洲是否会为该地区的航海巡逻自由做出“贡献”时，里瓦索回答说:“我们现在不在那里，但（未来）也不是完全不可能。”,-1,-1,3011868630340837528,0.9999855456332294,2018-04-02T10:45:25.044Z,2018-04-01T16:00:00.000Z,报道称，美国和英国海军已经表明了自己在南海的“权利”，当被问及欧洲是否会为该地区的航海巡逻自由做出“贡献”时，里瓦索回答说:“我们现在不在那里，但（未来）也不是完全不可能。”
任国强,中国,国防部新闻发言人,表示,南沙群岛是中国领土。,-1,-1,3343696822083184360,0.80187663543651,2018-04-11T06:17:14.773Z,2018-04-10T16:00:00.000Z,
任国强,,,表示,南沙群岛是中国领土。,-1,-1,2463679970320985532,0.80187663543651,2018-04-10T08:00:34.381Z,2018-04-09T16:00:00.000Z,发言人任国强表示，南沙群岛是中国领土。中国在南沙群岛有关岛礁驻军和部署必要国土防御设施，是主权国家的当然权利，有助于维护国家的主权和安全，有助于维护南海航行通道的自由畅通和安全，有助于维护地区的和平稳定，不针对任何国家。中国坚定走和平发展道路，奉行防御性国防政策和积极防御的军事战略，这是坚定不移的。
任国强,,,表示,南沙群岛是中国领土。,-1,-1,310264322809170290,0.80187663543651,2018-04-11T02:17:58.159Z,2018-04-10T16:00:00.000Z,发言人任国强表示，南沙群岛是中国领土。中国在南沙群岛有关岛礁驻军和部署必要国土防御设施，是主权国家的当然权利，有助于维护国家的主权和安全，有助于维护南海航行通道的自由畅通和安全，有助于维护地区的和平稳定，不针对任何国家。中国坚定走和平发展道路，奉行防御性国防政策和积极防御的军事战略，这是坚定不移的。
弗朗索瓦·里瓦索,欧盟,安全政策负责人,称,未来不排除欧洲海军在南海进行航行巡逻的可能性。,-1,-1,835950079162832690,0.9612066498205729,2018-04-03T09:45:04.450Z,2018-04-02T11:02:00.000Z,　　欧盟安全政策负责人弗朗索瓦·里瓦索在上周访问澳大利亚期间称，未来不排除欧洲海军在南海进行航行巡逻的可能性。 
,加,使馆,回应,4月24日，加拿大参议院投票通过加参议员吴清海提出的涉南海问题动议。,-1,-1,7514847406072250587,0.06672615629143319,2018-04-25T05:04:55.600Z,2018-04-24T16:00:00.000Z,原标题：加拿大参议员提出涉南海问题动议我驻加使馆回应　　4月24日，加拿大参议院投票通过加参议员吴清海提出的涉南海问题动议。中国驻加使馆发言人对此评论如下：　　当前，在中国和东盟国家的共同努力下，南海形势降温趋缓，日益向好。各方聚焦合作，全面、有效落实《南海各方行为宣言》，积极推进“南海行为准则”磋商，共同致力于维护南海和平稳定。这一发展既是大势所趋，更是人心所向。但是，一些外部势力对南海风平浪静心有不甘，总想兴风作浪，挑动是非，破坏来之不易的南海和平稳定局面，破坏地区国家友好合作关系。　　加拿大不是南海问题当事国。有关人士并不了解南海问题经纬，打着尊重国际法和维护航行飞越自由的幌子对中国妄加指责，企图把加拿大拖下浑水，这是不负责任的。其目的不过就是对当前发展顺利的中加关系投下阴影。但这是徒劳的，并终将失败。
,美国,,声称,自己在南海的活动是在保护东盟国家以及它们赖以生存的海上航道不受中国的“欺凌”。,-1,-1,7000846863587765842,0.9581956202127235,2018-07-03T06:07:50.570Z,2018-07-02T16:00:00.000Z,中国南海新闻网7月3日电 香港《南华早报》7月2日发表题为《东盟成员国是否仍然愿意支持美国在南海挑衅？》的文章称，美国声称，自己在南海的活动是在保护东盟国家以及它们赖以生存的海上航道不受中国的“欺凌”。但是，东盟国家对美国此举的支持似乎摇摆不定。
,法国,,声称,“这只是一次公海上的自由航行，不针对任何国家。也未在南海过多的停留。目前，已经撤离该海域”看来，南海还真是热闹。,-1,-1,3145984504838114492,0.9983672625142427,2018-08-12T01:03:35.309Z,2018-08-11T23:01:00.000Z,
薛瑞福,,,强调,美国不会“坐视不理”，但未有透露具体细节。,-1,-1,7248988419952823055,0.788180276046287,2018-08-17T07:12:37.306Z,2018-08-16T17:31:57.000Z,　　近日，美国国防部亚太助理部长薛瑞福在菲律宾马尼拉访问期间，回应媒体询问称，如果中国武力夺取菲律宾在南海占领的中业岛，美军作为盟友将协助菲作出“相应的应对”。 综合媒体8月17日报道，薛瑞福（Randall Schriver）是在美国驻菲大使馆与特定媒体会面时，做了上述表示，并强调美国不会“坐视不理”，但未有透露具体细节。 当被问及美军的P8A巡逻机早前在南沙群岛的4个岛礁展开侦察行动时，曾6次收到解放军要求离开的警告这一事件时。薛瑞福指出，南海飞行是美军的例行事务；又指即使中国在南海警告外国船舰及军机的事件渐趋频繁，美国仍会继续依国际法行使航行自由及飞越自由，中国的做法对美国如何运作没有冲击，也不会改变美国的一贯行为，“我们不会容许中国改写航行规则或是改变国际法。” 另据报道，有菲律宾军人透露，中国每天都警告在南海活动的外国船只和飞机，但是菲律宾和美国的军队继续按计划行事，忽略中国的威胁和警告。“这是每天都会发生的事情，我们的飞行员只是回答，‘我们只是在我们的管辖区和领土上进行常规飞行’。”
,路透社,,说,美国海军过去曾在同一地区开展过“自由航行”行动，在美国表示希望看到更多参与此类的国际行动之后，英国对中国“日益加强的战略水道控制”提出了挑战。,-1,-1,7775969281853577535,0.9999999409123935,2018-09-06T06:01:54.369Z,2018-09-05T16:00:00.000Z,路透社在这篇独家报道中说，美国海军过去曾在同一地区开展过“自由航行”行动，在美国表示希望看到更多参与此类的国际行动之后，英国对中国“日益加强的战略水道控制”提出了挑战。
耿爽,,,说,南海明明风平浪静，有人偏偏无风起浪，其真实的目的昭然若揭。,-1,-1,5767517643465021192,0.05493507335823489,2018-09-06T07:23:58.230Z,2018-09-06T06:12:46.000Z,　　“南海明明风平浪静，有人偏偏无风起浪，其真实的目的昭然若揭。” 耿爽说。 
,英国,路透社,称,英国海军战舰在南海挑衅航行，激怒了中国。,-1,-1,3375506727639929790,0.9983783493207365,2018-09-07T11:29:34.135Z,2018-09-07T08:43:00.000Z,
,美国,国防部高官,认为,美军应继续开展南海“航行自由行动”；美国CNN记者登上军机赴南海拍摄，受到中国军方6次警告。,-1,-1,5802919213438003166,0.9999839525973656,2018-08-30T12:08:46.778Z,2018-08-30T10:32:00.000Z,　　记者：一段时间以来，南海问题不断升温。美国国防部高官指责中方岛礁建设影响南海航行自由；美多家智库召开研讨会，认为美军应继续开展南海“航行自由行动”；美国CNN记者登上军机赴南海拍摄，受到中国军方6次警告。有评论称，南海形势是“山雨欲来风满楼”。请问发言人对此有何评论？ 
